sentence,explicitness
"They could talk of nothing but officers; and Mr. Bingley’s large fortune, the mention of which gave animation to their mother, was worthless in their eyes when opposed to the regimentals of an ensign.", 1
"“From all that I can collect by your manner of talking, you must be two of the silliest girls in the country.", 3
"I have suspected it some time, but I am now convinced.”", 3
"Catherine was disconcerted, and made no answer; but Lydia, with perfect indifference, continued to express her admiration of Captain Carter...", 1
"“I am astonished, my dear,” said Mrs. Bennet, “that you should be so ready to think your own children silly.", 3
"If I wished to think slightingly of anybody’s children, it should not be of my own, however.”", 3
"“If my children are silly, I must hope to be always sensible of it.”", 3
"“Yes; but as it happens, they are all of them very clever.”", 3
"“This is the only point, I flatter myself, on which we do not agree.", 3
"Mrs. Bennet was prevented replying by the entrance of the footman with a note for Miss Bennet; it came from Netherfield, and the servant waited for an answer.", 1
"Mrs. Bennet’s eyes sparkled with pleasure, and she was eagerly calling out, while her daughter read,--", 1
"“Well, Jane, who is it from? What is it about? What does he say?", 1
"Well, Jane, make haste and tell us; make haste, my love.”", 1
"“It is from Miss Bingley,” said Jane, and then read it aloud.", 1
"My brother and the gentlemen are to dine with the officers.", 1
"Yours ever, “CAROLINE BINGLEY.”", 1
"“With the officers!” cried Lydia: “I wonder my aunt did not tell us of that.”", 1
"“Dining out,” said Mrs. Bennet; “that is very unlucky.”", 3
"“Can I have the carriage?” said Jane.", 1
"“No, my dear, you had better go on horseback, because it seems likely to rain; and then you must stay all night.”", 3
"“That would be a good scheme,” said Elizabeth, “if you were sure that they would not offer to send her home.”", 3
"“I had much rather go in the coach.”", 1
"“They are wanted in the farm much oftener than I can get them.”", 3
"“But if you have got them to-day,” said Elizabeth, “my mother’s purpose will be answered.”", 3
"She did at last extort from her father an acknowledgment that the horses were engaged; Jane was therefore obliged to go on horseback, and her mother attended her to the door with many cheerful prognostics of a bad day.", 3
"Her hopes were answered; Jane had not been gone long before it rained hard.", 1
"Her sisters were uneasy for her, but her mother was delighted.", 1
"The rain continued the whole evening without intermission; Jane certainly could not come back.", 1
"“This was a lucky idea of mine, indeed!” said Mrs. Bennet, more than once, as if the credit of making it rain were all her own.", 3
"Breakfast was scarcely over when a servant from Netherfield brought the following note for Elizabeth:--", 1
"My kind friends will not hear of my returning home till I am better.", 1
"“Well, my dear,” said Mr. Bennet, when Elizabeth had read the note aloud, “if your daughter should have a dangerous fit of illness--if she should die--it would be a comfort to know that it was all in pursuit of Mr. Bingley, and under your orders.”", 3
"“Oh, I am not at all afraid of her dying.", 1
"People do not die of little trifling colds.", 1
"She will be taken good care of.", 1
"As long as she stays there, it is all very well.", 3
"I would go and see her if I could have the carriage.”", 1
"Elizabeth, feeling really anxious, determined to go to her, though the carriage was not to be had: and as she was no horsewoman, walking was her only alternative.", 1
"She declared her resolution.", 1
"“How can you be so silly,” cried her mother, “as to think of such a thing, in all this dirt!", 3
"You will not be fit to be seen when you get there.”", 3
"“I shall be very fit to see Jane--which is all I want.”", 3
"“Is this a hint to me, Lizzy,” said her father, “to send for the horses?”", 3
"The distance is nothing, when one has a motive; only three miles.", 1
"I shall be back by dinner.”", 1
"“I admire the activity of your benevolence,” observed Mary, “but every impulse of feeling should be guided by reason; and, in my opinion, exertion should always be in proportion to what is required.”", 1
"“We will go as far as Meryton with you,” said Catherine and Lydia.", 1
"Elizabeth accepted their company, and the three young ladies set off together.", 1
"“If we make haste,” said Lydia, as they walked along, “perhaps we may see something of Captain Carter, before he goes.”", 1
"In Meryton they parted: the two youngest repaired to the lodgings of one of the officers’ wives, and Elizabeth continued her walk alone...", 1
"She was shown into the breakfast parlour, where all but Jane were assembled, and where her appearance created a great deal of surprise.", 1
"She was received, however, very politely by them; and in their brother’s manners there was something better than politeness--there was good-humour and kindness.", 1
"Mr. Darcy said very little, and Mr. Hurst nothing at all.", 1
"The latter was thinking only of his breakfast.", 1
"Her inquiries after her sister were not very favourably answered.", 1
"Miss Bennet had slept ill, and though up, was very feverish, and not well enough to leave her room.", 1
"Elizabeth was glad to be taken to her immediately; and Jane, who had only been withheld by the fear of giving alarm or inconvenience, from expressing in her note how much she longed for such a visit, was delighted at her entrance.", 1
"She was not equal, however, to much conversation; and when Miss Bingley left them together, could attempt little beside expressions of gratitude for the extraordinary kindness she was treated with.", 1
"Elizabeth silently attended her.", 1
"When breakfast was over, they were joined by the sisters; and Elizabeth began to like them herself, when she saw how much affection and solicitude they showed for Jane.", 1
"The apothecary came; and having examined his patient, said, as might be supposed, that she had caught a violent cold, and that they must endeavour to get the better of it; advised her to return to bed, and promised her some draughts.", 1
